car_id,car_type,color,year,km,average_price,transmission,body_type
9707,Dodge_Ram 2500 V8_2017,White,2017,30138436,102486,Automatic,SUV
12479,Dodge_Ram 2500 V8_2017,Red,2017,28689949,102486,Automatic,SUV
13148,Dodge_Ram 2500 V8_2017,Red,2017,32617586,102486,Automatic,SUV
14085,Dodge_Ram 2500 V8_2017,Red,2017,25042426,102486,Automatic,SUV
15525,Dodge_Ram 2500 V8_2017,Blue,2017,30663996,102486,Automatic,SUV
15974,Dodge_Ram 2500 V8_2017,Black,2017,23929418,102486,Automatic,SUV
16110,Dodge_Ram 2500 V8_2017,Black,2017,32856245,102486,Automatic,SUV
17357,Dodge_Ram 2500 V8_2017,White,2017,30716383,102486,Automatic,SUV
107,Mercedes Benz_Clase E_2018,Blue,2018,33968675,717393,Automatic,Sedan
1393,Mercedes Benz_Clase E_2018,White,2018,33877234,717393,Automatic,Sedan
1885,Mercedes Benz_Clase E_2018,Red,2018,39058925,717393,Automatic,Sedan
2424,Mercedes Benz_Clase E_2018,Black,2018,33180473,717393,Automatic,Sedan
2537,Mercedes Benz_Clase E_2018,Blue,2018,37428989,717393,Automatic,Sedan
4065,Mercedes Benz_Clase E_2018,White,2018,43074598,717393,Automatic,Sedan
5984,Mercedes Benz_Clase E_2018,Blue,2018,36154320,717393,Automatic,Sedan
6507,Mercedes Benz_Clase E_2018,Black,2018,41819726,717393,Automatic,Sedan
6717,Mercedes Benz_Clase E_2018,Black,2018,33168250,717393,Automatic,Sedan
7011,Mercedes Benz_Clase E_2018,Red,2018,40413717,717393,Automatic,Sedan
9571,Mercedes Benz_Clase E_2018,Blue,2018,36164977,717393,Automatic,Sedan
10467,Mercedes Benz_Clase E_2018,Blue,2018,34926916,717393,Automatic,Sedan
11210,Mercedes Benz_Clase E_2018,Black,2018,33324749,717393,Automatic,Sedan
14160,Mercedes Benz_Clase E_2018,White,2018,37749988,717393,Automatic,Sedan
16580,Mercedes Benz_Clase E_2018,Red,2018,39607621,717393,Automatic,Sedan
17307,Mercedes Benz_Clase E_2018,Black,2018,36685655,717393,Automatic,Sedan
17633,Mercedes Benz_Clase E_2018,White,2018,41540117,717393,Automatic,Sedan
838,Honda_CR-V_2011,White,2011,11182204,167631,Automatic,Sedan
878,Honda_CR-V_2011,Red,2011,16645594,167631,Automatic,Sedan
1607,Honda_CR-V_2011,White,2011,17805333,167631,Automatic,Sedan
3612,Honda_CR-V_2011,Orange,2011,13906349,167631,Automatic,Sedan
4335,Honda_CR-V_2011,Black,2011,19533379,167631,Automatic,Sedan
4865,Honda_CR-V_2011,Red,2011,18110330,167631,Automatic,Sedan
6920,Honda_CR-V_2011,Black,2011,15554545,167631,Automatic,Sedan
8385,Honda_CR-V_2011,Blue,2011,19799504,167631,Automatic,Sedan
9734,Honda_CR-V_2011,White,2011,12365119,167631,Automatic,Sedan
9842,Honda_CR-V_2011,Black,2011,13376841,167631,Automatic,Sedan
10388,Honda_CR-V_2011,Black,2011,13751186,167631,Automatic,Sedan
10948,Honda_CR-V_2011,Black,2011,16065800,167631,Automatic,Sedan
12870,Honda_CR-V_2011,Black,2011,14835177,167631,Automatic,Sedan
13332,Honda_CR-V_2011,Black,2011,10944583,167631,Automatic,Sedan
13817,Honda_CR-V_2011,Black,2011,11263999,167631,Automatic,Sedan
14366,Honda_CR-V_2011,White,2011,18222669,167631,Automatic,Sedan
14654,Honda_CR-V_2011,White,2011,17269646,167631,Automatic,Sedan
16475,Honda_CR-V_2011,Blue,2011,11189245,167631,Automatic,Sedan
17153,Honda_CR-V_2011,Red,2011,10992287,167631,Automatic,Sedan
17246,Honda_CR-V_2011,Orange,2011,15935774,167631,Automatic,Sedan
17705,Honda_CR-V_2011,Black,2011,15590528,167631,Automatic,Sedan
19789,Honda_CR-V_2011,Black,2011,15443204,167631,Automatic,Sedan
111,Seat_Ibiza _2020,Red,2020,19087886,753974,Automatic,Sedan
226,Seat_Ibiza _2020,Black,2020,13097498,753974,Automatic,Sedan
839,Seat_Ibiza _2020,Blue,2020,14983661,753974,Automatic,Sedan
1464,Seat_Ibiza _2020,Black,2020,16016170,753974,Automatic,Sedan
3552,Seat_Ibiza _2020,Red,2020,17727433,753974,Automatic,Sedan
3747,Seat_Ibiza _2020,Red,2020,14131816,753974,Automatic,Sedan
3947,Seat_Ibiza _2020,Black,2020,16862580,753974,Automatic,Sedan
4349,Seat_Ibiza _2020,Black,2020,16644995,753974,Automatic,Sedan
4511,Seat_Ibiza _2020,White,2020,19563443,753974,Automatic,Sedan
5120,Seat_Ibiza _2020,White,2020,13301501,753974,Automatic,Sedan
6446,Seat_Ibiza _2020,Black,2020,15239812,753974,Automatic,Sedan
9609,Seat_Ibiza _2020,Red,2020,12126046,753974,Automatic,Sedan
11553,Seat_Ibiza _2020,White,2020,17657431,753974,Automatic,Sedan
12292,Seat_Ibiza _2020,Black,2020,18442877,753974,Automatic,Sedan
12981,Seat_Ibiza _2020,Black,2020,12289483,753974,Automatic,Sedan
13478,Seat_Ibiza _2020,Black,2020,18895966,753974,Automatic,Sedan
16728,Seat_Ibiza _2020,Black,2020,12258108,753974,Automatic,Sedan
18420,Seat_Ibiza _2020,Blue,2020,17324953,753974,Automatic,Sedan
113,Toyota_Hiace_2021,Blue,2021,13244932,845949,Manual,Sedan
1245,Toyota_Hiace_2021,Red,2021,18866582,845949,Manual,Sedan
3551,Toyota_Hiace_2021,White,2021,11930990,845949,Manual,Sedan
6023,Toyota_Hiace_2021,Black,2021,15935893,845949,Manual,Sedan
11038,Toyota_Hiace_2021,Red,2021,16881369,845949,Manual,Sedan
15340,Toyota_Hiace_2021,White,2021,11507391,845949,Manual,Sedan
16537,Toyota_Hiace_2021,Red,2021,10932614,845949,Manual,Sedan
19736,Toyota_Hiace_2021,Red,2021,13964704,845949,Manual,Sedan
114,Toyota_Hilux_2012,Black,2012,20827797,419256,Automatic,Sedan
513,Toyota_Hilux_2012,White,2012,20458112,419256,Automatic,Sedan
2515,Toyota_Hilux_2012,Black,2012,26026085,419256,Automatic,Sedan
3786,Toyota_Hilux_2012,White,2012,24833288,419256,Automatic,Sedan
8032,Toyota_Hilux_2012,White,2012,25677241,419256,Automatic,Sedan
9286,Toyota_Hilux_2012,Red,2012,21671697,419256,Automatic,Sedan
10405,Toyota_Hilux_2012,Red,2012,24508043,419256,Automatic,Sedan
10483,Toyota_Hilux_2012,Blue,2012,27064567,419256,Automatic,Sedan
10798,Toyota_Hilux_2012,Black,2012,21983897,419256,Automatic,Sedan
12497,Toyota_Hilux_2012,Black,2012,26449777,419256,Automatic,Sedan
15381,Toyota_Hilux_2012,Black,2012,18912909,419256,Automatic,Sedan
15768,Toyota_Hilux_2012,White,2012,20078104,419256,Automatic,Sedan
17536,Toyota_Hilux_2012,Black,2012,20011563,419256,Automatic,Sedan
17672,Toyota_Hilux_2012,Black,2012,22766495,419256,Automatic,Sedan
19042,Toyota_Hilux_2012,Black,2012,20048477,419256,Automatic,Sedan
19354,Toyota_Hilux_2012,White,2012,22982031,419256,Automatic,Sedan
115,Audi_S4_2015,Red,2015,23084682,801873,Automatic,Truck
386,Audi_S4_2015,Black,2015,23596595,801873,Automatic,Truck
727,Audi_S4_2015,White,2015,21456434,801873,Automatic,Truck
2197,Audi_S4_2015,Red,2015,25911041,801873,Automatic,Truck
4689,Audi_S4_2015,Black,2015,22483632,801873,Automatic,Truck
5600,Audi_S4_2015,Red,2015,26118253,801873,Automatic,Truck
6281,Audi_S4_2015,Blue,2015,21103643,801873,Automatic,Truck
7578,Audi_S4_2015,Red,2015,27691383,801873,Automatic,Truck
7785,Audi_S4_2015,White,2015,21267887,801873,Automatic,Truck
9391,Audi_S4_2015,Black,2015,30217692,801873,Automatic,Truck
10303,Audi_S4_2015,Blue,2015,23807647,801873,Automatic,Truck
10841,Audi_S4_2015,Black,2015,21737440,801873,Automatic,Truck
11230,Audi_S4_2015,Blue,2015,23088261,801873,Automatic,Truck
12003,Audi_S4_2015,Orange,2015,20377339,801873,Automatic,Truck
13010,Audi_S4_2015,Black,2015,28228009,801873,Automatic,Truck
13954,Audi_S4_2015,White,2015,25798982,801873,Automatic,Truck
14441,Audi_S4_2015,White,2015,20445372,801873,Automatic,Truck
14852,Audi_S4_2015,Black,2015,22963185,801873,Automatic,Truck
16703,Audi_S4_2015,White,2015,27939168,801873,Automatic,Truck
18085,Audi_S4_2015,White,2015,29218273,801873,Automatic,Truck
18907,Audi_S4_2015,Black,2015,26320413,801873,Automatic,Truck
18947,Audi_S4_2015,White,2015,20790296,801873,Automatic,Truck
676,Jeep_Grand Cherokee_2021,White,2021,23377802,590200,Automatic,Sedan
1785,Jeep_Grand Cherokee_2021,Orange,2021,15947570,590200,Automatic,Sedan
1920,Jeep_Grand Cherokee_2021,Red,2021,17921053,590200,Automatic,Sedan
3804,Jeep_Grand Cherokee_2021,Black,2021,17006824,590200,Automatic,Sedan
4209,Jeep_Grand Cherokee_2021,Black,2021,16916611,590200,Automatic,Sedan
7003,Jeep_Grand Cherokee_2021,Black,2021,20104901,590200,Automatic,Sedan
7618,Jeep_Grand Cherokee_2021,Red,2021,18799569,590200,Automatic,Sedan
8636,Jeep_Grand Cherokee_2021,Blue,2021,24781052,590200,Automatic,Sedan
10294,Jeep_Grand Cherokee_2021,Blue,2021,23110938,590200,Automatic,Sedan
12300,Jeep_Grand Cherokee_2021,Black,2021,25157307,590200,Automatic,Sedan
12769,Jeep_Grand Cherokee_2021,Black,2021,22368120,590200,Automatic,Sedan
13107,Jeep_Grand Cherokee_2021,Black,2021,24446153,590200,Automatic,Sedan
13224,Jeep_Grand Cherokee_2021,Black,2021,24660690,590200,Automatic,Sedan
13500,Jeep_Grand Cherokee_2021,Blue,2021,19846959,590200,Automatic,Sedan
15221,Jeep_Grand Cherokee_2021,Black,2021,21914432,590200,Automatic,Sedan
15279,Jeep_Grand Cherokee_2021,White,2021,24786827,590200,Automatic,Sedan
15704,Jeep_Grand Cherokee_2021,Blue,2021,24483329,590200,Automatic,Sedan
15965,Jeep_Grand Cherokee_2021,White,2021,17661037,590200,Automatic,Sedan
117,Mazda_CX-7_2011,Red,2011,37538422,712124,Automatic,Sedan
199,Mazda_CX-7_2011,Red,2011,32589774,712124,Automatic,Sedan
236,Mazda_CX-7_2011,Red,2011,33490758,712124,Automatic,Sedan
1324,Mazda_CX-7_2011,White,2011,37897502,712124,Automatic,Sedan
2219,Mazda_CX-7_2011,Black,2011,32149735,712124,Automatic,Sedan
5931,Mazda_CX-7_2011,Red,2011,34896549,712124,Automatic,Sedan
6160,Mazda_CX-7_2011,Orange,2011,37662865,712124,Automatic,Sedan
7455,Mazda_CX-7_2011,Red,2011,37379449,712124,Automatic,Sedan
10215,Mazda_CX-7_2011,Black,2011,40379046,712124,Automatic,Sedan
12217,Mazda_CX-7_2011,Blue,2011,40182270,712124,Automatic,Sedan
13021,Mazda_CX-7_2011,Red,2011,39586590,712124,Automatic,Sedan
13450,Mazda_CX-7_2011,Red,2011,40762126,712124,Automatic,Sedan
14651,Mazda_CX-7_2011,White,2011,35086784,712124,Automatic,Sedan
15041,Mazda_CX-7_2011,Black,2011,34761204,712124,Automatic,Sedan
16193,Mazda_CX-7_2011,Black,2011,40875507,712124,Automatic,Sedan
17683,Mazda_CX-7_2011,Black,2011,33424001,712124,Automatic,Sedan
18642,Mazda_CX-7_2011,White,2011,31753992,712124,Automatic,Sedan
1038,Volkswagen_Van_2009,Black,2009,19552982,490878,Automatic,Coupe
1509,Volkswagen_Van_2009,Black,2009,20990365,490878,Automatic,Coupe
3030,Volkswagen_Van_2009,Black,2009,23441609,490878,Automatic,Coupe
4194,Volkswagen_Van_2009,Black,2009,18430817,490878,Automatic,Coupe
5370,Volkswagen_Van_2009,Black,2009,17817658,490878,Automatic,Coupe
6303,Volkswagen_Van_2009,Black,2009,23372459,490878,Automatic,Coupe
7351,Volkswagen_Van_2009,Black,2009,26459994,490878,Automatic,Coupe
9664,Volkswagen_Van_2009,White,2009,23640631,490878,Automatic,Coupe
9760,Volkswagen_Van_2009,White,2009,27269265,490878,Automatic,Coupe
11739,Volkswagen_Van_2009,Orange,2009,18307756,490878,Automatic,Coupe
12167,Volkswagen_Van_2009,Blue,2009,24297733,490878,Automatic,Coupe
12568,Volkswagen_Van_2009,Black,2009,20854060,490878,Automatic,Coupe
12698,Volkswagen_Van_2009,Blue,2009,20176019,490878,Automatic,Coupe
14040,Volkswagen_Van_2009,White,2009,24217694,490878,Automatic,Coupe
14331,Volkswagen_Van_2009,Blue,2009,25683733,490878,Automatic,Coupe
14519,Volkswagen_Van_2009,Black,2009,21145661,490878,Automatic,Coupe
14846,Volkswagen_Van_2009,White,2009,24622340,490878,Automatic,Coupe
15216,Volkswagen_Van_2009,Blue,2009,27327237,490878,Automatic,Coupe
15406,Volkswagen_Van_2009,Red,2009,27374770,490878,Automatic,Coupe
18100,Volkswagen_Van_2009,Red,2009,19221446,490878,Automatic,Coupe
19594,Volkswagen_Van_2009,Black,2009,25137831,490878,Automatic,Coupe
19636,Volkswagen_Van_2009,White,2009,21182306,490878,Automatic,Coupe
19879,Volkswagen_Van_2009,Black,2009,20083400,490878,Automatic,Coupe
119,Nissan_Maxima_2017,Black,2017,23163296,917658,Automatic,Coupe
128,Nissan_Maxima_2017,Orange,2017,18809231,917658,Automatic,Coupe
2271,Nissan_Maxima_2017,Black,2017,21000611,917658,Automatic,Coupe
8490,Nissan_Maxima_2017,White,2017,17938768,917658,Automatic,Coupe
8734,Nissan_Maxima_2017,White,2017,19858470,917658,Automatic,Coupe
10298,Nissan_Maxima_2017,White,2017,18185928,917658,Automatic,Coupe
10718,Nissan_Maxima_2017,Blue,2017,17054984,917658,Automatic,Coupe
10931,Nissan_Maxima_2017,White,2017,24749439,917658,Automatic,Coupe
12144,Nissan_Maxima_2017,Black,2017,25510293,917658,Automatic,Coupe
12648,Nissan_Maxima_2017,White,2017,21169005,917658,Automatic,Coupe
13570,Nissan_Maxima_2017,Blue,2017,20995287,917658,Automatic,Coupe
14014,Nissan_Maxima_2017,Black,2017,22005846,917658,Automatic,Coupe
14630,Nissan_Maxima_2017,Red,2017,21114599,917658,Automatic,Coupe
16366,Nissan_Maxima_2017,Black,2017,19678038,917658,Automatic,Coupe
17185,Nissan_Maxima_2017,Red,2017,21404746,917658,Automatic,Coupe
19957,Nissan_Maxima_2017,White,2017,21036192,917658,Automatic,Coupe
120,Land Rover_Range Rover_2013,Red,2013,37016272,705484,Automatic,Coupe
150,Land Rover_Range Rover_2013,Black,2013,35914127,705484,Automatic,Coupe
311,Land Rover_Range Rover_2013,Black,2013,33305497,705484,Automatic,Coupe
2671,Land Rover_Range Rover_2013,Black,2013,32443782,705484,Automatic,Coupe
2682,Land Rover_Range Rover_2013,Blue,2013,30550763,705484,Automatic,Coupe
3308,Land Rover_Range Rover_2013,White,2013,30902275,705484,Automatic,Coupe
3861,Land Rover_Range Rover_2013,Black,2013,32686237,705484,Automatic,Coupe
5067,Land Rover_Range Rover_2013,Black,2013,33779188,705484,Automatic,Coupe
8817,Land Rover_Range Rover_2013,White,2013,28895464,705484,Automatic,Coupe
10458,Land Rover_Range Rover_2013,White,2013,30832002,705484,Automatic,Coupe
12413,Land Rover_Range Rover_2013,Black,2013,36659474,705484,Automatic,Coupe
12540,Land Rover_Range Rover_2013,White,2013,28140629,705484,Automatic,Coupe
12922,Land Rover_Range Rover_2013,Orange,2013,32521692,705484,Automatic,Coupe
13838,Land Rover_Range Rover_2013,Red,2013,31769518,705484,Automatic,Coupe
14372,Land Rover_Range Rover_2013,Black,2013,33188925,705484,Automatic,Coupe
15374,Land Rover_Range Rover_2013,Blue,2013,27792024,705484,Automatic,Coupe
16047,Land Rover_Range Rover_2013,Red,2013,37448681,705484,Automatic,Coupe
18257,Land Rover_Range Rover_2013,Black,2013,32406317,705484,Automatic,Coupe
18405,Land Rover_Range Rover_2013,White,2013,32545578,705484,Automatic,Coupe
19475,Land Rover_Range Rover_2013,Black,2013,31055286,705484,Automatic,Coupe
3292,Ford_Explorer_2017,White,2017,20220678,707791,Automatic,Sedan
3879,Ford_Explorer_2017,Black,2017,13743893,707791,Automatic,Sedan
5891,Ford_Explorer_2017,Blue,2017,16395661,707791,Automatic,Sedan
7805,Ford_Explorer_2017,White,2017,19777776,707791,Automatic,Sedan
8087,Ford_Explorer_2017,Black,2017,19854889,707791,Automatic,Sedan
8967,Ford_Explorer_2017,Black,2017,19007913,707791,Automatic,Sedan
8991,Ford_Explorer_2017,Red,2017,15438013,707791,Automatic,Sedan
9420,Ford_Explorer_2017,White,2017,16587975,707791,Automatic,Sedan
9721,Ford_Explorer_2017,Red,2017,18995679,707791,Automatic,Sedan
11817,Ford_Explorer_2017,White,2017,18540735,707791,Automatic,Sedan
12515,Ford_Explorer_2017,Red,2017,15916098,707791,Automatic,Sedan
12748,Ford_Explorer_2017,White,2017,20804336,707791,Automatic,Sedan
12802,Ford_Explorer_2017,Black,2017,19786030,707791,Automatic,Sedan
12964,Ford_Explorer_2017,Red,2017,13652590,707791,Automatic,Sedan
14828,Ford_Explorer_2017,Black,2017,19981494,707791,Automatic,Sedan
15661,Ford_Explorer_2017,Black,2017,20200984,707791,Automatic,Sedan
16601,Ford_Explorer_2017,Black,2017,19396430,707791,Automatic,Sedan
16639,Ford_Explorer_2017,Blue,2017,13122151,707791,Automatic,Sedan
19528,Ford_Explorer_2017,Blue,2017,14958395,707791,Automatic,Sedan
123,Suzuki_Swift_2012,Black,2012,44980399,992167,Manual,Coupe
393,Suzuki_Swift_2012,Black,2012,40274204,992167,Manual,Coupe
1553,Suzuki_Swift_2012,White,2012,41872126,992167,Manual,Coupe
3933,Suzuki_Swift_2012,White,2012,41954547,992167,Manual,Coupe
6041,Suzuki_Swift_2012,Red,2012,41218688,992167,Manual,Coupe
6514,Suzuki_Swift_2012,Red,2012,40665550,992167,Manual,Coupe
6754,Suzuki_Swift_2012,White,2012,39058176,992167,Manual,Coupe
6923,Suzuki_Swift_2012,Blue,2012,38690917,992167,Manual,Coupe
9130,Suzuki_Swift_2012,Blue,2012,43624464,992167,Manual,Coupe
13408,Suzuki_Swift_2012,Black,2012,37276636,992167,Manual,Coupe
15035,Suzuki_Swift_2012,Black,2012,37326166,992167,Manual,Coupe
17224,Suzuki_Swift_2012,Black,2012,46469830,992167,Manual,Coupe
17323,Suzuki_Swift_2012,Blue,2012,38792645,992167,Manual,Coupe
18817,Suzuki_Swift_2012,Black,2012,45764548,992167,Manual,Coupe
19345,Suzuki_Swift_2012,White,2012,41023529,992167,Manual,Coupe
19380,Suzuki_Swift_2012,Black,2012,46257874,992167,Manual,Coupe
124,Isuzu_ELF 400_2018,Red,2018,36910495,122737,Automatic,Sedan
564,Isuzu_ELF 400_2018,Red,2018,35238987,122737,Automatic,Sedan
2072,Isuzu_ELF 400_2018,White,2018,31741575,122737,Automatic,Sedan
3754,Isuzu_ELF 400_2018,Black,2018,34094799,122737,Automatic,Sedan
6768,Isuzu_ELF 400_2018,Black,2018,30448578,122737,Automatic,Sedan
7345,Isuzu_ELF 400_2018,Black,2018,30004588,122737,Automatic,Sedan
9334,Isuzu_ELF 400_2018,Red,2018,38177941,122737,Automatic,Sedan
9851,Isuzu_ELF 400_2018,Red,2018,36364316,122737,Automatic,Sedan
10385,Isuzu_ELF 400_2018,Black,2018,39008275,122737,Automatic,Sedan
10681,Isuzu_ELF 400_2018,Black,2018,32123460,122737,Automatic,Sedan
11498,Isuzu_ELF 400_2018,White,2018,33441166,122737,Automatic,Sedan
12391,Isuzu_ELF 400_2018,Blue,2018,32547853,122737,Automatic,Sedan
12581,Isuzu_ELF 400_2018,White,2018,39222940,122737,Automatic,Sedan
13163,Isuzu_ELF 400_2018,White,2018,35944993,122737,Automatic,Sedan
13621,Isuzu_ELF 400_2018,White,2018,35171976,122737,Automatic,Sedan
13632,Isuzu_ELF 400_2018,White,2018,33328439,122737,Automatic,Sedan
13677,Isuzu_ELF 400_2018,Black,2018,31803209,122737,Automatic,Sedan
14005,Isuzu_ELF 400_2018,Red,2018,34697454,122737,Automatic,Sedan
14248,Isuzu_ELF 400_2018,Red,2018,29795255,122737,Automatic,Sedan
15527,Isuzu_ELF 400_2018,White,2018,35125657,122737,Automatic,Sedan
18822,Isuzu_ELF 400_2018,Blue,2018,36862150,122737,Automatic,Sedan
19127,Isuzu_ELF 400_2018,White,2018,30554978,122737,Automatic,Sedan
19324,Isuzu_ELF 400_2018,White,2018,32467349,122737,Automatic,Sedan
126,Jaguar_I-PACE_2019,Black,2019,23326275,659488,Automatic,Sedan
5253,Jaguar_I-PACE_2019,Red,2019,23331911,659488,Automatic,Sedan
5691,Jaguar_I-PACE_2019,White,2019,19711448,659488,Automatic,Sedan
7046,Jaguar_I-PACE_2019,Blue,2019,23138172,659488,Automatic,Sedan
7935,Jaguar_I-PACE_2019,Blue,2019,24514992,659488,Automatic,Sedan
9385,Jaguar_I-PACE_2019,Red,2019,24655360,659488,Automatic,Sedan
10875,Jaguar_I-PACE_2019,White,2019,21751748,659488,Automatic,Sedan
13139,Jaguar_I-PACE_2019,White,2019,21715633,659488,Automatic,Sedan
13730,Jaguar_I-PACE_2019,White,2019,23943013,659488,Automatic,Sedan
15559,Jaguar_I-PACE_2019,Black,2019,27212430,659488,Automatic,Sedan
15595,Jaguar_I-PACE_2019,Blue,2019,24474118,659488,Automatic,Sedan
16446,Jaguar_I-PACE_2019,Orange,2019,20704982,659488,Automatic,Sedan
18421,Jaguar_I-PACE_2019,Red,2019,17600829,659488,Automatic,Sedan
19293,Jaguar_I-PACE_2019,Black,2019,18866202,659488,Automatic,Sedan
19754,Jaguar_I-PACE_2019,Orange,2019,25222452,659488,Automatic,Sedan
2059,Hino_Serie 300 414_2011,Red,2011,26604190,473991,Manual,Sedan
3307,Hino_Serie 300 414_2011,Red,2011,33070981,473991,Manual,Sedan
3749,Hino_Serie 300 414_2011,Red,2011,32358568,473991,Manual,Sedan
4633,Hino_Serie 300 414_2011,Blue,2011,31873951,473991,Manual,Sedan
4862,Hino_Serie 300 414_2011,Black,2011,33064979,473991,Manual,Sedan
7254,Hino_Serie 300 414_2011,Black,2011,29302265,473991,Manual,Sedan
8704,Hino_Serie 300 414_2011,Blue,2011,25052946,473991,Manual,Sedan
9591,Hino_Serie 300 414_2011,Black,2011,32788744,473991,Manual,Sedan
9678,Hino_Serie 300 414_2011,Blue,2011,31235472,473991,Manual,Sedan
11456,Hino_Serie 300 414_2011,White,2011,32276926,473991,Manual,Sedan
12024,Hino_Serie 300 414_2011,Black,2011,28668904,473991,Manual,Sedan
17612,Hino_Serie 300 414_2011,Red,2011,34103922,473991,Manual,Sedan
17890,Hino_Serie 300 414_2011,White,2011,25297787,473991,Manual,Sedan
18117,Hino_Serie 300 414_2011,Black,2011,29073080,473991,Manual,Sedan
2086,Alfa Romeo_Alfa Romeo_2019,Red,2019,12320373,916988,Automatic,Sedan
2855,Alfa Romeo_Alfa Romeo_2019,Red,2019,12234444,916988,Automatic,Sedan
3844,Alfa Romeo_Alfa Romeo_2019,Black,2019,10695223,916988,Automatic,Sedan
5605,Alfa Romeo_Alfa Romeo_2019,Red,2019,10896022,916988,Automatic,Sedan
6736,Alfa Romeo_Alfa Romeo_2019,Red,2019,16701172,916988,Automatic,Sedan
11467,Alfa Romeo_Alfa Romeo_2019,Blue,2019,9371529,916988,Automatic,Sedan
12882,Alfa Romeo_Alfa Romeo_2019,White,2019,9450408,916988,Automatic,Sedan
14360,Alfa Romeo_Alfa Romeo_2019,White,2019,14617221,916988,Automatic,Sedan
15745,Alfa Romeo_Alfa Romeo_2019,Blue,2019,9720283,916988,Automatic,Sedan
15911,Alfa Romeo_Alfa Romeo_2019,White,2019,15163918,916988,Automatic,Sedan
16596,Alfa Romeo_Alfa Romeo_2019,Red,2019,16877541,916988,Automatic,Sedan
16676,Alfa Romeo_Alfa Romeo_2019,White,2019,13341880,916988,Automatic,Sedan
18251,Alfa Romeo_Alfa Romeo_2019,Red,2019,18883720,916988,Automatic,Sedan
18958,Alfa Romeo_Alfa Romeo_2019,White,2019,15539319,916988,Automatic,Sedan
19658,Alfa Romeo_Alfa Romeo_2019,Black,2019,13936826,916988,Automatic,Sedan
130,Mitsubishi_Montero_2016,Red,2016,23696048,490837,Automatic,Sedan
252,Mitsubishi_Montero_2016,Red,2016,27501893,490837,Automatic,Sedan
1985,Mitsubishi_Montero_2016,Black,2016,22631796,490837,Automatic,Sedan
2025,Mitsubishi_Montero_2016,White,2016,27492524,490837,Automatic,Sedan
2155,Mitsubishi_Montero_2016,Black,2016,21611561,490837,Automatic,Sedan
2721,Mitsubishi_Montero_2016,White,2016,23963503,490837,Automatic,Sedan
3440,Mitsubishi_Montero_2016,Blue,2016,21908687,490837,Automatic,Sedan
5611,Mitsubishi_Montero_2016,Black,2016,29512561,490837,Automatic,Sedan
6484,Mitsubishi_Montero_2016,Black,2016,23394955,490837,Automatic,Sedan
7258,Mitsubishi_Montero_2016,White,2016,28685527,490837,Automatic,Sedan
9027,Mitsubishi_Montero_2016,Blue,2016,24787165,490837,Automatic,Sedan
10101,Mitsubishi_Montero_2016,White,2016,23840668,490837,Automatic,Sedan
10194,Mitsubishi_Montero_2016,White,2016,27338527,490837,Automatic,Sedan
12426,Mitsubishi_Montero_2016,Orange,2016,29926176,490837,Automatic,Sedan
15947,Mitsubishi_Montero_2016,Black,2016,23893311,490837,Automatic,Sedan
17308,Mitsubishi_Montero_2016,White,2016,29424232,490837,Automatic,Sedan
19690,Mitsubishi_Montero_2016,White,2016,21833425,490837,Automatic,Sedan
19936,Mitsubishi_Montero_2016,White,2016,25313890,490837,Automatic,Sedan
849,Toyota_Tundra_2020,White,2020,10608280,894376,Manual,Sedan
1929,Toyota_Tundra_2020,Black,2020,4395624,894376,Manual,Sedan
2438,Toyota_Tundra_2020,Blue,2020,5030603,894376,Manual,Sedan
3963,Toyota_Tundra_2020,Black,2020,10066117,894376,Manual,Sedan
4100,Toyota_Tundra_2020,White,2020,11555321,894376,Manual,Sedan
4479,Toyota_Tundra_2020,Black,2020,5337036,894376,Manual,Sedan
5825,Toyota_Tundra_2020,Red,2020,5316771,894376,Manual,Sedan
9458,Toyota_Tundra_2020,White,2020,6199699,894376,Manual,Sedan
12044,Toyota_Tundra_2020,White,2020,12558823,894376,Manual,Sedan
14592,Toyota_Tundra_2020,White,2020,5303231,894376,Manual,Sedan
14644,Toyota_Tundra_2020,Red,2020,9288225,894376,Manual,Sedan
17239,Toyota_Tundra_2020,Blue,2020,11037097,894376,Manual,Sedan
17481,Toyota_Tundra_2020,Black,2020,10396408,894376,Manual,Sedan
17591,Toyota_Tundra_2020,White,2020,3995220,894376,Manual,Sedan
18145,Toyota_Tundra_2020,Blue,2020,7470058,894376,Manual,Sedan
18593,Toyota_Tundra_2020,Black,2020,5134444,894376,Manual,Sedan
133,Honda_HR-V_2020,White,2020,23556528,674240,Manual,Sedan
1207,Honda_HR-V_2020,Red,2020,23671327,674240,Manual,Sedan
1574,Honda_HR-V_2020,Blue,2020,21114784,674240,Manual,Sedan
1806,Honda_HR-V_2020,White,2020,21025454,674240,Manual,Sedan
2511,Honda_HR-V_2020,Blue,2020,17964165,674240,Manual,Sedan
5045,Honda_HR-V_2020,Black,2020,19672053,674240,Manual,Sedan
5052,Honda_HR-V_2020,White,2020,21686511,674240,Manual,Sedan
5141,Honda_HR-V_2020,Black,2020,24680122,674240,Manual,Sedan
5974,Honda_HR-V_2020,White,2020,18506910,674240,Manual,Sedan
6346,Honda_HR-V_2020,White,2020,18162000,674240,Manual,Sedan
6543,Honda_HR-V_2020,Black,2020,22014960,674240,Manual,Sedan
6779,Honda_HR-V_2020,Black,2020,19528035,674240,Manual,Sedan
