car_id,car_type,color,year,km
12547,Honda_Accord_2016,Black,2016,27525904
12840,Honda_Accord_2016,White,2016,28847645
12854,Honda_Accord_2016,Black,2016,29890350
13549,Honda_Accord_2016,Red,2016,24074593
14206,Honda_Accord_2016,Black,2016,33812258
16851,Honda_Accord_2016,Black,2016,33826208
16909,Honda_Accord_2016,Black,2016,28009761
18996,Honda_Accord_2016,Red,2016,31473309
19026,Honda_Accord_2016,White,2016,31383557
19499,Honda_Accord_2016,White,2016,25039907
154,Renault_Koleos_2019,Orange,2019,21556548
389,Renault_Koleos_2019,Red,2019,20834328
714,Renault_Koleos_2019,Red,2019,27324301
810,Renault_Koleos_2019,Blue,2019,20273881
1488,Renault_Koleos_2019,Black,2019,23258451
1864,Renault_Koleos_2019,Black,2019,28164820
3575,Renault_Koleos_2019,Blue,2019,21660319
6526,Renault_Koleos_2019,Blue,2019,28337178
7525,Renault_Koleos_2019,Red,2019,18519836
7799,Renault_Koleos_2019,White,2019,25650178
8790,Renault_Koleos_2019,Black,2019,20511172
9044,Renault_Koleos_2019,Black,2019,28095409
9093,Renault_Koleos_2019,Black,2019,28426672
9448,Renault_Koleos_2019,Black,2019,27378173
10694,Renault_Koleos_2019,Blue,2019,24578427
11354,Renault_Koleos_2019,White,2019,18654148
11519,Renault_Koleos_2019,Black,2019,28375894
11533,Renault_Koleos_2019,White,2019,27517317
11597,Renault_Koleos_2019,Blue,2019,27559166
12499,Renault_Koleos_2019,Black,2019,20353069
12902,Renault_Koleos_2019,Black,2019,23291009
16270,Renault_Koleos_2019,White,2019,23629819
18202,Renault_Koleos_2019,White,2019,28033326
18984,Renault_Koleos_2019,White,2019,23508347
156,Jeep_Patriot_2017,Red,2017,28785231
1521,Jeep_Patriot_2017,Black,2017,25772609
1530,Jeep_Patriot_2017,Red,2017,22309011
1761,Jeep_Patriot_2017,White,2017,25240314
2248,Jeep_Patriot_2017,Red,2017,24801492
2455,Jeep_Patriot_2017,Red,2017,21367087
2914,Jeep_Patriot_2017,Red,2017,22375148
4456,Jeep_Patriot_2017,White,2017,29813516
4872,Jeep_Patriot_2017,Red,2017,25051146
5893,Jeep_Patriot_2017,Black,2017,29060094
6595,Jeep_Patriot_2017,Black,2017,27592530
8194,Jeep_Patriot_2017,Black,2017,29046088
9082,Jeep_Patriot_2017,Blue,2017,28551347
11294,Jeep_Patriot_2017,Black,2017,28294013
11296,Jeep_Patriot_2017,Red,2017,20595545
11324,Jeep_Patriot_2017,White,2017,23009138
13546,Jeep_Patriot_2017,Red,2017,22399440
13696,Jeep_Patriot_2017,White,2017,28613906
13920,Jeep_Patriot_2017,Blue,2017,30037261
14424,Jeep_Patriot_2017,Black,2017,20783344
14501,Jeep_Patriot_2017,Blue,2017,25536977
14972,Jeep_Patriot_2017,Red,2017,26391095
15820,Jeep_Patriot_2017,White,2017,24710419
17052,Jeep_Patriot_2017,Blue,2017,29417023
17379,Jeep_Patriot_2017,White,2017,22162306
18418,Jeep_Patriot_2017,Red,2017,27674507
19122,Jeep_Patriot_2017,Black,2017,30146323
19565,Jeep_Patriot_2017,Blue,2017,25155799
19737,Jeep_Patriot_2017,White,2017,25093969
19960,Jeep_Patriot_2017,Black,2017,26988942
157,KIA_Sportage_2016,Black,2016,35845047
731,KIA_Sportage_2016,Black,2016,30896656
2361,KIA_Sportage_2016,Red,2016,27575952
3475,KIA_Sportage_2016,Black,2016,35297539
4768,KIA_Sportage_2016,Black,2016,35342300
4913,KIA_Sportage_2016,Black,2016,28047618
5280,KIA_Sportage_2016,Black,2016,27225833
6618,KIA_Sportage_2016,Black,2016,32046637
6983,KIA_Sportage_2016,Blue,2016,30143058
7330,KIA_Sportage_2016,Orange,2016,31212292
7627,KIA_Sportage_2016,White,2016,34336227
8220,KIA_Sportage_2016,Black,2016,35331242
8971,KIA_Sportage_2016,Black,2016,32137287
9892,KIA_Sportage_2016,Red,2016,27413887
10125,KIA_Sportage_2016,Red,2016,37010567
10448,KIA_Sportage_2016,Orange,2016,27880466
11125,KIA_Sportage_2016,White,2016,31731735
11218,KIA_Sportage_2016,White,2016,36400482
11245,KIA_Sportage_2016,Blue,2016,34969250
12052,KIA_Sportage_2016,Black,2016,30914110
13214,KIA_Sportage_2016,Orange,2016,34842590
13354,KIA_Sportage_2016,Black,2016,27852929
14922,KIA_Sportage_2016,Red,2016,31024270
15369,KIA_Sportage_2016,Black,2016,28345658
15535,KIA_Sportage_2016,Black,2016,35433654
15540,KIA_Sportage_2016,Blue,2016,27675976
15574,KIA_Sportage_2016,White,2016,36713791
15821,KIA_Sportage_2016,Blue,2016,36765624
16983,KIA_Sportage_2016,Blue,2016,30876166
18489,KIA_Sportage_2016,White,2016,34040001
19761,KIA_Sportage_2016,Red,2016,36406745
159,Lincoln_Nautilus_2020,Black,2020,7585097
208,Lincoln_Nautilus_2020,White,2020,9184506
423,Lincoln_Nautilus_2020,White,2020,15051158
575,Lincoln_Nautilus_2020,Black,2020,12677297
1135,Lincoln_Nautilus_2020,Blue,2020,7334052
2523,Lincoln_Nautilus_2020,Blue,2020,9067217
3220,Lincoln_Nautilus_2020,Black,2020,9689903
3358,Lincoln_Nautilus_2020,White,2020,10771178
3970,Lincoln_Nautilus_2020,Orange,2020,6384152
4140,Lincoln_Nautilus_2020,White,2020,9036914
7450,Lincoln_Nautilus_2020,Red,2020,12778693
7470,Lincoln_Nautilus_2020,Black,2020,9092485
7501,Lincoln_Nautilus_2020,Red,2020,14373111
8069,Lincoln_Nautilus_2020,Red,2020,13565996
9928,Lincoln_Nautilus_2020,Blue,2020,15646180
10397,Lincoln_Nautilus_2020,Black,2020,13493389
11469,Lincoln_Nautilus_2020,Black,2020,11315143
13705,Lincoln_Nautilus_2020,Black,2020,15145843
13771,Lincoln_Nautilus_2020,Blue,2020,6422830
13780,Lincoln_Nautilus_2020,Black,2020,9375767
13821,Lincoln_Nautilus_2020,Black,2020,8886609
14144,Lincoln_Nautilus_2020,White,2020,12905309
14449,Lincoln_Nautilus_2020,Black,2020,8834603
14916,Lincoln_Nautilus_2020,Blue,2020,6790479
15915,Lincoln_Nautilus_2020,Black,2020,8083072
18350,Lincoln_Nautilus_2020,White,2020,9955284
18595,Lincoln_Nautilus_2020,Blue,2020,9870403
160,Volkswagen_Crafter_2014,Blue,2014,24238370
732,Volkswagen_Crafter_2014,Red,2014,20759649
1121,Volkswagen_Crafter_2014,White,2014,24805753
2329,Volkswagen_Crafter_2014,Black,2014,22225317
2540,Volkswagen_Crafter_2014,Black,2014,27564605
2957,Volkswagen_Crafter_2014,White,2014,26722127
4138,Volkswagen_Crafter_2014,Red,2014,22654079
5125,Volkswagen_Crafter_2014,Red,2014,25968878
5235,Volkswagen_Crafter_2014,White,2014,27149505
5483,Volkswagen_Crafter_2014,Black,2014,26606126
6377,Volkswagen_Crafter_2014,Black,2014,26528871
6756,Volkswagen_Crafter_2014,Black,2014,26282583
7749,Volkswagen_Crafter_2014,Black,2014,25661735
9445,Volkswagen_Crafter_2014,Red,2014,25800859
9523,Volkswagen_Crafter_2014,Blue,2014,22647687
12065,Volkswagen_Crafter_2014,White,2014,22279345
12543,Volkswagen_Crafter_2014,Black,2014,24476207
13258,Volkswagen_Crafter_2014,Red,2014,25359988
13296,Volkswagen_Crafter_2014,Blue,2014,25408753
13835,Volkswagen_Crafter_2014,White,2014,27879581
14723,Volkswagen_Crafter_2014,White,2014,20144049
15144,Volkswagen_Crafter_2014,Black,2014,20123834
15617,Volkswagen_Crafter_2014,Blue,2014,25569979
15714,Volkswagen_Crafter_2014,Red,2014,28184480
15812,Volkswagen_Crafter_2014,White,2014,21635118
16254,Volkswagen_Crafter_2014,Black,2014,20114416
16870,Volkswagen_Crafter_2014,Black,2014,27927418
16950,Volkswagen_Crafter_2014,Blue,2014,23716847
17769,Volkswagen_Crafter_2014,Red,2014,20605012
18336,Volkswagen_Crafter_2014,Blue,2014,26490464
18581,Volkswagen_Crafter_2014,Blue,2014,24905829
19695,Volkswagen_Crafter_2014,White,2014,23106488
161,Renault_Trafic_2012,Black,2012,19752770
247,Renault_Trafic_2012,Red,2012,22634455
589,Renault_Trafic_2012,Red,2012,19655385
3529,Renault_Trafic_2012,White,2012,18811315
4162,Renault_Trafic_2012,White,2012,23911548
6681,Renault_Trafic_2012,Blue,2012,18912985
7084,Renault_Trafic_2012,Black,2012,19993676
7918,Renault_Trafic_2012,Black,2012,19295558
8869,Renault_Trafic_2012,White,2012,24356986
9120,Renault_Trafic_2012,White,2012,27625665
10154,Renault_Trafic_2012,Blue,2012,23829426
10578,Renault_Trafic_2012,Red,2012,25273143
12923,Renault_Trafic_2012,Black,2012,27149321
13612,Renault_Trafic_2012,Black,2012,22860396
14421,Renault_Trafic_2012,White,2012,26190880
15304,Renault_Trafic_2012,Black,2012,23134537
16236,Renault_Trafic_2012,Black,2012,23395361
16430,Renault_Trafic_2012,Red,2012,26558223
16585,Renault_Trafic_2012,Black,2012,27091177
17002,Renault_Trafic_2012,Black,2012,25806600
17384,Renault_Trafic_2012,Blue,2012,20163878
17561,Renault_Trafic_2012,Red,2012,19404124
18676,Renault_Trafic_2012,Red,2012,22097258
162,Dodge_Ram 4000 V8_2012,Blue,2012,27624952
174,Dodge_Ram 4000 V8_2012,Red,2012,25601566
194,Dodge_Ram 4000 V8_2012,Orange,2012,22409067
318,Dodge_Ram 4000 V8_2012,White,2012,24194138
1913,Dodge_Ram 4000 V8_2012,Red,2012,26160736
2005,Dodge_Ram 4000 V8_2012,Black,2012,23652805
2279,Dodge_Ram 4000 V8_2012,Black,2012,26004569
4217,Dodge_Ram 4000 V8_2012,Black,2012,23809524
4620,Dodge_Ram 4000 V8_2012,Black,2012,22101192
5513,Dodge_Ram 4000 V8_2012,White,2012,20250304
7434,Dodge_Ram 4000 V8_2012,Black,2012,25136203
7834,Dodge_Ram 4000 V8_2012,Black,2012,20642370
9126,Dodge_Ram 4000 V8_2012,White,2012,20738146
10439,Dodge_Ram 4000 V8_2012,Blue,2012,23133770
10902,Dodge_Ram 4000 V8_2012,Black,2012,23450652
11357,Dodge_Ram 4000 V8_2012,Red,2012,25724111
11539,Dodge_Ram 4000 V8_2012,Red,2012,23156488
12160,Dodge_Ram 4000 V8_2012,White,2012,27846327
12364,Dodge_Ram 4000 V8_2012,Red,2012,24528283
12378,Dodge_Ram 4000 V8_2012,Blue,2012,26750059
12609,Dodge_Ram 4000 V8_2012,White,2012,20343311
12620,Dodge_Ram 4000 V8_2012,White,2012,27455277
13262,Dodge_Ram 4000 V8_2012,White,2012,26986520
15490,Dodge_Ram 4000 V8_2012,Black,2012,21660924
16097,Dodge_Ram 4000 V8_2012,Black,2012,27580786
16327,Dodge_Ram 4000 V8_2012,Red,2012,26141871
16383,Dodge_Ram 4000 V8_2012,Black,2012,21814892
16559,Dodge_Ram 4000 V8_2012,White,2012,22425348
16643,Dodge_Ram 4000 V8_2012,Red,2012,26751052
17755,Dodge_Ram 4000 V8_2012,Red,2012,26660992
19083,Dodge_Ram 4000 V8_2012,Red,2012,25857054
164,Volkswagen_Eurovan_2008,White,2008,11993852
273,Volkswagen_Eurovan_2008,Black,2008,17337871
796,Volkswagen_Eurovan_2008,Black,2008,17055181
2134,Volkswagen_Eurovan_2008,Black,2008,14471379
3287,Volkswagen_Eurovan_2008,Orange,2008,15270484
3848,Volkswagen_Eurovan_2008,Red,2008,14195089
5224,Volkswagen_Eurovan_2008,Black,2008,13349131
5240,Volkswagen_Eurovan_2008,White,2008,13767992
5690,Volkswagen_Eurovan_2008,Black,2008,12763889
6443,Volkswagen_Eurovan_2008,Red,2008,14158032
6470,Volkswagen_Eurovan_2008,Black,2008,16600178
6870,Volkswagen_Eurovan_2008,Red,2008,15515927
7186,Volkswagen_Eurovan_2008,Black,2008,20957174
7493,Volkswagen_Eurovan_2008,Black,2008,19284808
8003,Volkswagen_Eurovan_2008,Red,2008,21190461
8908,Volkswagen_Eurovan_2008,Black,2008,19226461
9272,Volkswagen_Eurovan_2008,Blue,2008,13683799
9360,Volkswagen_Eurovan_2008,Blue,2008,18647983
9834,Volkswagen_Eurovan_2008,Black,2008,13906022
10913,Volkswagen_Eurovan_2008,Black,2008,16885104
12265,Volkswagen_Eurovan_2008,White,2008,17453367
12567,Volkswagen_Eurovan_2008,Red,2008,12560654
14116,Volkswagen_Eurovan_2008,White,2008,19159502
14133,Volkswagen_Eurovan_2008,Black,2008,15225926
14291,Volkswagen_Eurovan_2008,Red,2008,18500446
15835,Volkswagen_Eurovan_2008,Blue,2008,16768690
17291,Volkswagen_Eurovan_2008,Blue,2008,17292839
17530,Volkswagen_Eurovan_2008,Black,2008,14687354
17712,Volkswagen_Eurovan_2008,White,2008,15237261
18023,Volkswagen_Eurovan_2008,Black,2008,19854721
18113,Volkswagen_Eurovan_2008,Blue,2008,19731216
18572,Volkswagen_Eurovan_2008,Black,2008,19111046
19704,Volkswagen_Eurovan_2008,Black,2008,14233380
19872,Volkswagen_Eurovan_2008,Red,2008,13436615
166,BMW_Serie 3_2019,Black,2019,31595217
2088,BMW_Serie 3_2019,Blue,2019,33672573
2254,BMW_Serie 3_2019,Red,2019,31591295
2851,BMW_Serie 3_2019,Red,2019,37973555
3873,BMW_Serie 3_2019,White,2019,34870343
6362,BMW_Serie 3_2019,Black,2019,38277449
6450,BMW_Serie 3_2019,Black,2019,34268201
6565,BMW_Serie 3_2019,Black,2019,34510937
8324,BMW_Serie 3_2019,Red,2019,37737874
9689,BMW_Serie 3_2019,Red,2019,34442336
10209,BMW_Serie 3_2019,White,2019,31737871
10462,BMW_Serie 3_2019,Blue,2019,35861372
11874,BMW_Serie 3_2019,Red,2019,36698331
12441,BMW_Serie 3_2019,Black,2019,37728675
12784,BMW_Serie 3_2019,White,2019,36180474
13628,BMW_Serie 3_2019,Black,2019,37451176
15753,BMW_Serie 3_2019,Black,2019,33129552
16599,BMW_Serie 3_2019,Black,2019,36766420
17266,BMW_Serie 3_2019,White,2019,34875037
17275,BMW_Serie 3_2019,Red,2019,31329247
18112,BMW_Serie 3_2019,Black,2019,35266427
18307,BMW_Serie 3_2019,Black,2019,32973915
19051,BMW_Serie 3_2019,Blue,2019,40611347
19232,BMW_Serie 3_2019,White,2019,39595975
167,Mazda_CX-3_2018,Blue,2018,33552759
538,Mazda_CX-3_2018,Black,2018,33889958
1152,Mazda_CX-3_2018,Blue,2018,24247097
1614,Mazda_CX-3_2018,Red,2018,24829339
2446,Mazda_CX-3_2018,White,2018,28466429
2947,Mazda_CX-3_2018,Red,2018,26958128
3577,Mazda_CX-3_2018,Black,2018,30989225
4185,Mazda_CX-3_2018,Red,2018,24425754
5221,Mazda_CX-3_2018,Red,2018,30322924
6183,Mazda_CX-3_2018,Red,2018,28923367
6908,Mazda_CX-3_2018,Red,2018,33711340
8405,Mazda_CX-3_2018,Black,2018,32360841
8591,Mazda_CX-3_2018,Black,2018,27128163
8696,Mazda_CX-3_2018,Orange,2018,29668956
8928,Mazda_CX-3_2018,Black,2018,31973950
11186,Mazda_CX-3_2018,White,2018,26330648
11925,Mazda_CX-3_2018,Black,2018,26106648
12268,Mazda_CX-3_2018,White,2018,25590790
12941,Mazda_CX-3_2018,Red,2018,32388957
13141,Mazda_CX-3_2018,Blue,2018,26030684
13770,Mazda_CX-3_2018,Black,2018,26842874
14883,Mazda_CX-3_2018,Black,2018,27745944
15529,Mazda_CX-3_2018,White,2018,31348137
16049,Mazda_CX-3_2018,Black,2018,33815235
17220,Mazda_CX-3_2018,Black,2018,24038605
17317,Mazda_CX-3_2018,Orange,2018,28219673
17426,Mazda_CX-3_2018,Blue,2018,26372786
18470,Mazda_CX-3_2018,Red,2018,33306005
19726,Mazda_CX-3_2018,White,2018,25729301
168,Volvo_S40_2012,Black,2012,15679585
514,Volvo_S40_2012,Blue,2012,15980678
1895,Volvo_S40_2012,Red,2012,19384663
2298,Volvo_S40_2012,White,2012,22363436
2940,Volvo_S40_2012,White,2012,22458707
3370,Volvo_S40_2012,Red,2012,20693352
3767,Volvo_S40_2012,Black,2012,18865395
4420,Volvo_S40_2012,White,2012,19928014
4809,Volvo_S40_2012,Red,2012,18055381
4861,Volvo_S40_2012,Black,2012,22136955
5281,Volvo_S40_2012,Blue,2012,21325829
6285,Volvo_S40_2012,Black,2012,16132447
6305,Volvo_S40_2012,Red,2012,16396870
6388,Volvo_S40_2012,Orange,2012,20670352
7210,Volvo_S40_2012,Blue,2012,23105443
7432,Volvo_S40_2012,Black,2012,23479927
8408,Volvo_S40_2012,Black,2012,19073889
8431,Volvo_S40_2012,Black,2012,23648264
8487,Volvo_S40_2012,Red,2012,22073073
9112,Volvo_S40_2012,Blue,2012,16742341
9215,Volvo_S40_2012,Black,2012,23383012
9260,Volvo_S40_2012,Black,2012,15994521
9466,Volvo_S40_2012,Red,2012,24117543
9961,Volvo_S40_2012,Black,2012,18864064
9971,Volvo_S40_2012,Black,2012,23525738
10348,Volvo_S40_2012,Black,2012,16008818
10832,Volvo_S40_2012,Black,2012,20503789
10854,Volvo_S40_2012,Black,2012,15240645
11107,Volvo_S40_2012,Red,2012,23891098
11127,Volvo_S40_2012,White,2012,22379731
11450,Volvo_S40_2012,Red,2012,20656519
11818,Volvo_S40_2012,Black,2012,17603223
12000,Volvo_S40_2012,Blue,2012,21469467
13616,Volvo_S40_2012,White,2012,18734875
13693,Volvo_S40_2012,Blue,2012,15339843
14093,Volvo_S40_2012,Black,2012,19066062
14459,Volvo_S40_2012,Blue,2012,22389039
15293,Volvo_S40_2012,White,2012,20250383
15877,Volvo_S40_2012,Blue,2012,16845647
16835,Volvo_S40_2012,Black,2012,24315157
16889,Volvo_S40_2012,Black,2012,19763154
17319,Volvo_S40_2012,Red,2012,19292863
17515,Volvo_S40_2012,Black,2012,24436713
18723,Volvo_S40_2012,Red,2012,23001138
18725,Volvo_S40_2012,Red,2012,24492903
18985,Volvo_S40_2012,Red,2012,23861230
19458,Volvo_S40_2012,White,2012,18828093
19719,Volvo_S40_2012,Black,2012,23966264
169,Renault_Duster_2015,Blue,2015,26448446
262,Renault_Duster_2015,Black,2015,23470068
672,Renault_Duster_2015,Black,2015,28434012
931,Renault_Duster_2015,Red,2015,27062653
1637,Renault_Duster_2015,Blue,2015,22816226
1773,Renault_Duster_2015,White,2015,19797496
1855,Renault_Duster_2015,Red,2015,26647284
5813,Renault_Duster_2015,White,2015,23680634
6019,Renault_Duster_2015,Black,2015,27226827
6552,Renault_Duster_2015,White,2015,24535868
6563,Renault_Duster_2015,White,2015,25233627
6651,Renault_Duster_2015,Blue,2015,29029697
6839,Renault_Duster_2015,Red,2015,27318068
8475,Renault_Duster_2015,White,2015,28003717
9109,Renault_Duster_2015,White,2015,27767206
9537,Renault_Duster_2015,White,2015,28653299
10346,Renault_Duster_2015,Red,2015,22457745
10431,Renault_Duster_2015,Red,2015,25490888
12651,Renault_Duster_2015,Red,2015,24523037
12709,Renault_Duster_2015,White,2015,27509970
12744,Renault_Duster_2015,Blue,2015,25941217
13390,Renault_Duster_2015,Blue,2015,24119535
15112,Renault_Duster_2015,White,2015,20142933
16279,Renault_Duster_2015,Black,2015,21918710
16312,Renault_Duster_2015,Red,2015,27699227
16512,Renault_Duster_2015,Black,2015,27454119
16727,Renault_Duster_2015,Black,2015,26729367
17101,Renault_Duster_2015,Black,2015,19875804
19305,Renault_Duster_2015,White,2015,21653214
19523,Renault_Duster_2015,Blue,2015,28334122
19748,Renault_Duster_2015,Blue,2015,28657619
170,Mercedes Benz_Viano Pasajeros_2013,White,2013,22869202
610,Mercedes Benz_Viano Pasajeros_2013,White,2013,29506947
689,Mercedes Benz_Viano Pasajeros_2013,White,2013,31090757
1618,Mercedes Benz_Viano Pasajeros_2013,White,2013,25770463
1693,Mercedes Benz_Viano Pasajeros_2013,Blue,2013,24364348
1803,Mercedes Benz_Viano Pasajeros_2013,Black,2013,24241425
2505,Mercedes Benz_Viano Pasajeros_2013,Blue,2013,23579189
3812,Mercedes Benz_Viano Pasajeros_2013,Red,2013,24863774
4668,Mercedes Benz_Viano Pasajeros_2013,White,2013,28547706
4753,Mercedes Benz_Viano Pasajeros_2013,Blue,2013,22053783
5874,Mercedes Benz_Viano Pasajeros_2013,Red,2013,22596143
6119,Mercedes Benz_Viano Pasajeros_2013,Red,2013,23097137
6478,Mercedes Benz_Viano Pasajeros_2013,Black,2013,26465709
7095,Mercedes Benz_Viano Pasajeros_2013,Black,2013,26414357
7420,Mercedes Benz_Viano Pasajeros_2013,Blue,2013,21375601
8294,Mercedes Benz_Viano Pasajeros_2013,White,2013,24391463
8346,Mercedes Benz_Viano Pasajeros_2013,Red,2013,28558726
8634,Mercedes Benz_Viano Pasajeros_2013,Red,2013,30190848
8697,Mercedes Benz_Viano Pasajeros_2013,White,2013,28841152
11026,Mercedes Benz_Viano Pasajeros_2013,Blue,2013,24652008
11049,Mercedes Benz_Viano Pasajeros_2013,Red,2013,23197302
11928,Mercedes Benz_Viano Pasajeros_2013,Black,2013,22742626
11951,Mercedes Benz_Viano Pasajeros_2013,White,2013,22829554
12760,Mercedes Benz_Viano Pasajeros_2013,Black,2013,21245206
12894,Mercedes Benz_Viano Pasajeros_2013,Red,2013,24508140
14132,Mercedes Benz_Viano Pasajeros_2013,Blue,2013,26786955
18002,Mercedes Benz_Viano Pasajeros_2013,Black,2013,22547501
18292,Mercedes Benz_Viano Pasajeros_2013,Red,2013,30994533
18816,Mercedes Benz_Viano Pasajeros_2013,Black,2013,26531876
18970,Mercedes Benz_Viano Pasajeros_2013,Orange,2013,26016383
19085,Mercedes Benz_Viano Pasajeros_2013,Black,2013,28255100
19242,Mercedes Benz_Viano Pasajeros_2013,Red,2013,22812076
171,Dodge_ProMaster_2020,Blue,2020,32951494
497,Dodge_ProMaster_2020,White,2020,33764352
1053,Dodge_ProMaster_2020,Red,2020,28748251
1914,Dodge_ProMaster_2020,Black,2020,32477883
2859,Dodge_ProMaster_2020,Red,2020,24071341
3428,Dodge_ProMaster_2020,Black,2020,32375533
3583,Dodge_ProMaster_2020,Black,2020,27656933
3648,Dodge_ProMaster_2020,Blue,2020,27055439
4024,Dodge_ProMaster_2020,White,2020,25688536
7633,Dodge_ProMaster_2020,Black,2020,27820758
7700,Dodge_ProMaster_2020,White,2020,28283592
8665,Dodge_ProMaster_2020,Red,2020,33117676
9136,Dodge_ProMaster_2020,Red,2020,29007017
9681,Dodge_ProMaster_2020,Red,2020,24842445
9927,Dodge_ProMaster_2020,Blue,2020,28318964
10204,Dodge_ProMaster_2020,Black,2020,27883361
11113,Dodge_ProMaster_2020,Red,2020,33588410
11590,Dodge_ProMaster_2020,Black,2020,29291714
11809,Dodge_ProMaster_2020,Red,2020,32060128
12482,Dodge_ProMaster_2020,Red,2020,29986112
12861,Dodge_ProMaster_2020,Red,2020,28322105
14458,Dodge_ProMaster_2020,Red,2020,29313824
14497,Dodge_ProMaster_2020,Blue,2020,31010995
17792,Dodge_ProMaster_2020,Black,2020,26419345
17831,Dodge_ProMaster_2020,White,2020,26333141
17928,Dodge_ProMaster_2020,Red,2020,25423050
18241,Dodge_ProMaster_2020,Black,2020,27362476
18809,Dodge_ProMaster_2020,Black,2020,28533150
19441,Dodge_ProMaster_2020,White,2020,32360315
173,Chevrolet_Silverado 1500 V6_2016,White,2016,22534009
429,Chevrolet_Silverado 1500 V6_2016,Orange,2016,18937670
925,Chevrolet_Silverado 1500 V6_2016,Black,2016,15379250
1205,Chevrolet_Silverado 1500 V6_2016,White,2016,18145083
1678,Chevrolet_Silverado 1500 V6_2016,Red,2016,18762850
2041,Chevrolet_Silverado 1500 V6_2016,Blue,2016,15294555
2048,Chevrolet_Silverado 1500 V6_2016,White,2016,17627914
3168,Chevrolet_Silverado 1500 V6_2016,Blue,2016,13803311
3707,Chevrolet_Silverado 1500 V6_2016,Black,2016,15143214
5715,Chevrolet_Silverado 1500 V6_2016,White,2016,15678437
6055,Chevrolet_Silverado 1500 V6_2016,White,2016,20970433
7232,Chevrolet_Silverado 1500 V6_2016,Red,2016,23508435
9387,Chevrolet_Silverado 1500 V6_2016,White,2016,15635987
9415,Chevrolet_Silverado 1500 V6_2016,Black,2016,22232034
9669,Chevrolet_Silverado 1500 V6_2016,White,2016,20121956
9697,Chevrolet_Silverado 1500 V6_2016,Black,2016,23205986
9794,Chevrolet_Silverado 1500 V6_2016,White,2016,16838144
11684,Chevrolet_Silverado 1500 V6_2016,Orange,2016,15535326
11942,Chevrolet_Silverado 1500 V6_2016,Black,2016,21565166
12253,Chevrolet_Silverado 1500 V6_2016,White,2016,17785914
13064,Chevrolet_Silverado 1500 V6_2016,White,2016,15804247
13082,Chevrolet_Silverado 1500 V6_2016,Black,2016,18229998
13353,Chevrolet_Silverado 1500 V6_2016,Black,2016,14752291
14494,Chevrolet_Silverado 1500 V6_2016,Black,2016,14765762
16204,Chevrolet_Silverado 1500 V6_2016,Blue,2016,14208312
16656,Chevrolet_Silverado 1500 V6_2016,Blue,2016,14137398
17848,Chevrolet_Silverado 1500 V6_2016,Blue,2016,13948065
18648,Chevrolet_Silverado 1500 V6_2016,Red,2016,15732611
19074,Chevrolet_Silverado 1500 V6_2016,Blue,2016,22454081
19856,Chevrolet_Silverado 1500 V6_2016,Black,2016,16151357
19925,Chevrolet_Silverado 1500 V6_2016,White,2016,21497563
175,Mercedes Benz_Sprinter Chasis Cabina L4_2011,Red,2011,29195506
1091,Mercedes Benz_Sprinter Chasis Cabina L4_2011,Blue,2011,24015134
1270,Mercedes Benz_Sprinter Chasis Cabina L4_2011,Red,2011,22942972
1277,Mercedes Benz_Sprinter Chasis Cabina L4_2011,Black,2011,24463741
2497,Mercedes Benz_Sprinter Chasis Cabina L4_2011,Red,2011,26093727
2657,Mercedes Benz_Sprinter Chasis Cabina L4_2011,Black,2011,28032090
2777,Mercedes Benz_Sprinter Chasis Cabina L4_2011,White,2011,21317703
3509,Mercedes Benz_Sprinter Chasis Cabina L4_2011,Blue,2011,23188723
3799,Mercedes Benz_Sprinter Chasis Cabina L4_2011,Black,2011,21182324
5330,Mercedes Benz_Sprinter Chasis Cabina L4_2011,Blue,2011,23435428
5340,Mercedes Benz_Sprinter Chasis Cabina L4_2011,White,2011,22216955
5593,Mercedes Benz_Sprinter Chasis Cabina L4_2011,Red,2011,23121255
5798,Mercedes Benz_Sprinter Chasis Cabina L4_2011,White,2011,26049592
6518,Mercedes Benz_Sprinter Chasis Cabina L4_2011,White,2011,24847992
6995,Mercedes Benz_Sprinter Chasis Cabina L4_2011,Blue,2011,27776261
7199,Mercedes Benz_Sprinter Chasis Cabina L4_2011,Black,2011,22780303
8892,Mercedes Benz_Sprinter Chasis Cabina L4_2011,Blue,2011,26453755
9000,Mercedes Benz_Sprinter Chasis Cabina L4_2011,White,2011,27849017
10284,Mercedes Benz_Sprinter Chasis Cabina L4_2011,Red,2011,21355099
12372,Mercedes Benz_Sprinter Chasis Cabina L4_2011,Black,2011,23536317
12994,Mercedes Benz_Sprinter Chasis Cabina L4_2011,Blue,2011,26346900
13336,Mercedes Benz_Sprinter Chasis Cabina L4_2011,White,2011,30891108
13432,Mercedes Benz_Sprinter Chasis Cabina L4_2011,White,2011,28862349
14926,Mercedes Benz_Sprinter Chasis Cabina L4_2011,Red,2011,24013148
14936,Mercedes Benz_Sprinter Chasis Cabina L4_2011,Black,2011,23879343
15012,Mercedes Benz_Sprinter Chasis Cabina L4_2011,Red,2011,27467903
16146,Mercedes Benz_Sprinter Chasis Cabina L4_2011,Red,2011,30217358
16159,Mercedes Benz_Sprinter Chasis Cabina L4_2011,Red,2011,22499818
17029,Mercedes Benz_Sprinter Chasis Cabina L4_2011,Black,2011,23757123
17129,Mercedes Benz_Sprinter Chasis Cabina L4_2011,White,2011,27560371
